Województwo,Code,Gmina,Powiat,registered_voters,ballots_cast,valid_votes,JUREK Marek,KACZYŃSKI Jarosław Aleksander,KOMOROWSKI Bronisław Maria,KORWIN-MIKKE Janusz Ryszard,LEPPER Andrzej Zbigniew,MORAWIECKI Kornel Andrzej,NAPIERALSKI Grzegorz Bernard,OLECHOWSKI Andrzej Marian,PAWLAK Waldemar,ZIĘTEK Bogusław Zbigniew
kujawsko-pomorskie,40802,"Bobrowniki, gm.",lipnowski,2363,1052,1045,3,372,406,7,33,2,158,17,46,1
kujawsko-pomorskie,40803,"Chrostkowo, gm.",lipnowski,2403,966,952,5,472,219,7,67,2,121,5,52,2
kujawsko-pomorskie,40804,"Dobrzyń nad Wisłą, gm.",lipnowski,6381,2594,2572,5,1081,794,34,73,2,426,22,131,4
kujawsko-pomorskie,40805,"Kikół, gm.",lipnowski,5646,2356,2338,16,883,746,46,116,2,365,19,142,3
kujawsko-pomorskie,40806,"Lipno, gm.",lipnowski,8880,3483,3448,16,1301,1101,47,111,6,644,26,188,8
kujawsko-pomorskie,40807,"Skępe, gm.",lipnowski,6058,2660,2639,18,925,1087,41,73,7,419,19,45,5
kujawsko-pomorskie,40808,"Tłuchowo, gm.",lipnowski,3598,1503,1472,9,716,311,22,60,2,253,10,82,7
kujawsko-pomorskie,40809,"Wielgie, gm.",lipnowski,5132,1902,1875,12,692,535,26,74,5,417,13,95,6
kujawsko-pomorskie,40901,"Dąbrowa, gm.",mogileński,3695,1669,1650,7,367,706,17,70,2,368,10,102,1
kujawsko-pomorskie,40902,"Jeziora Wielkie, gm.",mogileński,4048,1677,1661,11,505,586,26,58,2,345,12,106,10
kujawsko-pomorskie,40903,"Mogilno, gm.",mogileński,19879,10016,9956,61,2775,4213,192,210,16,1981,114,368,26
kujawsko-pomorskie,40904,"Strzelno, gm.",mogileński,9663,4860,4822,21,1341,2059,94,115,8,954,35,153,42
kujawsko-pomorskie,41001,"Kcynia, gm.",nakielski,10701,5074,5049,33,1317,2252,86,172,12,893,42,236,6
kujawsko-pomorskie,41002,"Mrocza, gm.",nakielski,7030,3442,3421,18,949,1548,79,106,2,573,39,102,5
kujawsko-pomorskie,41003,"Nakło nad Notecią, gm.",nakielski,26562,13985,13877,93,3444,6919,297,228,26,2435,186,231,18
kujawsko-pomorskie,41004,"Sadki, gm.",nakielski,5600,2755,2730,19,737,1147,36,145,3,497,24,116,6
kujawsko-pomorskie,41005,"Szubin, gm.",nakielski,18168,9342,9280,77,2304,4425,207,184,17,1708,141,198,19
kujawsko-pomorskie,41101,"Radziejów, m.",radziejowski,4965,2598,2572,15,828,1078,42,22,0,505,36,42,4
kujawsko-pomorskie,41102,"Bytoń, gm.",radziejowski,3067,1369,1358,9,524,341,24,93,2,235,9,116,5
kujawsko-pomorskie,41103,"Dobre, gm.",radziejowski,4512,2112,2099,6,757,597,29,88,2,495,14,107,4
kujawsko-pomorskie,41104,"Osięciny, gm.",radziejowski,6597,2799,2774,6,1067,778,33,143,0,602,11,131,3
kujawsko-pomorskie,41105,"Piotrków Kujawski, gm.",radziejowski,7740,3482,3432,14,1321,965,54,143,3,768,29,130,5
kujawsko-pomorskie,41106,"Radziejów, gm.",radziejowski,3574,1576,1564,6,596,396,19,83,1,340,21,90,12
kujawsko-pomorskie,41107,"Topólka, gm.",radziejowski,4138,1956,1938,6,697,552,24,149,2,364,12,125,7
kujawsko-pomorskie,41201,"Rypin, m.",rypiński,13461,7104,7068,27,2509,2909,145,55,9,1242,87,71,14
kujawsko-pomorskie,41202,"Brzuze, gm.",rypiński,4276,1817,1806,14,635,601,25,72,5,355,14,81,4
kujawsko-pomorskie,41203,"Rogowo, gm.",rypiński,3838,1613,1597,9,802,392,25,26,1,254,9,77,2
kujawsko-pomorskie,41204,"Rypin, gm.",rypiński,5778,2236,2217,12,930,646,17,75,5,368,15,148,1
kujawsko-pomorskie,41205,"Skrwilno, gm.",rypiński,4899,2112,2096,11,1147,438,24,63,1,287,15,109,1
kujawsko-pomorskie,41206,"Wąpielsk, gm.",rypiński,3314,1391,1379,6,460,457,15,48,2,300,13,78,0
kujawsko-pomorskie,41301,"Kamień Krajeński, gm.",sępoleński,5426,2493,2469,32,610,1081,46,122,5,475,33,62,3
kujawsko-pomorskie,41302,"Sępólno Krajeńskie, gm.",sępoleński,12672,6386,6351,47,1529,3067,100,167,12,1206,78,132,13
kujawsko-pomorskie,41303,"Sośno, gm.",sępoleński,4062,1822,1814,14,460,749,27,75,2,352,27,102,6
kujawsko-pomorskie,41304,"Więcbork, gm.",sępoleński,10469,5136,5111,28,1558,2275,78,178,6,778,63,135,12
kujawsko-pomorskie,41401,"Bukowiec, gm.",świecki,4002,1766,1756,16,560,671,17,76,1,296,23,90,6
kujawsko-pomorskie,41402,"Dragacz, gm.",świecki,5564,2588,2573,16,629,1245,38,70,0,496,32,41,6
kujawsko-pomorskie,41403,"Drzycim, gm.",świecki,3926,1856,1850,16,577,756,25,50,2,327,29,65,3
kujawsko-pomorskie,41404,"Jeżewo, gm.",świecki,6162,2825,2797,15,815,1224,47,64,7,541,31,48,5
kujawsko-pomorskie,41405,"Lniano, gm.",świecki,3250,1622,1607,7,507,635,21,56,3,283,20,74,1
kujawsko-pomorskie,41406,"Nowe, gm.",świecki,8549,3802,3778,17,968,2034,59,72,7,493,62,57,9
kujawsko-pomorskie,41407,"Osie, gm.",świecki,4237,2074,2064,7,516,1008,41,59,5,345,28,49,6
kujawsko-pomorskie,41408,"Pruszcz, gm.",świecki,7391,3749,3722,22,944,1693,56,139,2,664,41,157,4
kujawsko-pomorskie,41409,"Świecie, gm.",świecki,26822,14027,13941,81,3237,7357,251,223,12,2410,182,163,25
kujawsko-pomorskie,41410,"Świekatowo, gm.",świecki,2758,1366,1349,7,328,577,36,60,4,280,13,44,0
kujawsko-pomorskie,41411,"Warlubie, gm.",świecki,5105,2088,2065,24,616,871,42,66,7,355,24,53,7
kujawsko-pomorskie,41501,"Chełmża, m.",toruński,11887,5425,5385,38,1584,2637,141,58,4,792,74,46,11
kujawsko-pomorskie,41502,"Chełmża, gm.",toruński,7432,3029,3006,13,1008,1044,42,118,6,551,23,195,6
kujawsko-pomorskie,41503,"Czernikowo, gm.",toruński,6654,2689,2655,14,908,1111,40,73,3,406,14,83,3
kujawsko-pomorskie,41504,"Lubicz, gm.",toruński,13595,7271,7232,37,2563,3082,171,88,11,1087,99,84,10
kujawsko-pomorskie,41505,"Łubianka, gm.",toruński,4617,2392,2370,21,793,905,41,71,7,381,33,116,2
kujawsko-pomorskie,41506,"Łysomice, gm.",toruński,6889,3387,3367,17,1072,1463,64,75,4,550,44,69,9
kujawsko-pomorskie,41507,"Obrowo, gm.",toruński,9001,4665,4629,46,1655,1848,92,98,3,688,40,156,3
kujawsko-pomorskie,41508,"Wielka Nieszawka, gm.",toruński,3419,1841,1827,26,473,909,49,24,2,264,32,45,3
kujawsko-pomorskie,41509,"Zławieś Wielka, gm.",toruński,9211,4625,4584,29,1334,2090,87,98,6,753,65,115,7
kujawsko-pomorskie,41601,"Cekcyn, gm.",tucholski,5172,2623,2609,20,768,1143,42,82,2,413,38,91,10
kujawsko-pomorskie,41602,"Gostycyn, gm.",tucholski,4139,2139,2127,31,625,778,52,109,8,412,28,82,2
kujawsko-pomorskie,41603,"Kęsowo, gm.",tucholski,3497,1675,1644,9,509,604,15,99,4,327,16,54,7
kujawsko-pomorskie,41604,"Lubiewo, gm.",tucholski,4495,2471,2450,17,788,955,35,123,3,398,30,98,3
kujawsko-pomorskie,41605,"Śliwice, gm.",tucholski,4243,2265,2246,21,835,905,25,58,0,317,19,64,2
kujawsko-pomorskie,41606,"Tuchola, gm.",tucholski,15984,8874,8818,59,2581,4034,177,172,14,1484,126,149,22
kujawsko-pomorskie,41701,"Wąbrzeźno, m.",wąbrzeski,11181,5483,5438,36,1216,3002,128,61,3,867,72,48,5
kujawsko-pomorskie,41702,"Dębowa Łąka, gm.",wąbrzeski,2512,1099,1092,8,318,396,17,75,2,170,18,87,1
kujawsko-pomorskie,41703,"Książki, gm.",wąbrzeski,3385,1512,1500,8,465,604,28,64,2,266,12,47,4
kujawsko-pomorskie,41704,"Płużnica, gm.",wąbrzeski,3935,1588,1567,17,401,640,18,100,5,259,13,110,4
kujawsko-pomorskie,41705,"Wąbrzeźno, gm.",wąbrzeski,6682,2746,2730,22,722,1067,53,161,5,541,23,130,6
kujawsko-pomorskie,41801,"Kowal, m.",włocławski,2807,1472,1452,9,444,617,34,39,2,254,14,34,5
kujawsko-pomorskie,41802,"Baruchowo, gm.",włocławski,2884,1305,1293,4,463,412,15,49,4,250,21,70,5
kujawsko-pomorskie,41803,"Boniewo, gm.",włocławski,2823,1326,1309,9,466,349,14,82,2,265,4,110,8
kujawsko-pomorskie,41804,"Brześć Kujawski, gm.",włocławski,9173,4089,4064,19,1150,1560,71,112,5,976,52,112,7
kujawsko-pomorskie,41805,"Choceń, gm.",włocławski,6472,2567,2538,14,829,820,26,94,6,589,19,134,7
kujawsko-pomorskie,41806,"Chodecz, gm.",włocławski,5222,2183,2165,6,849,703,40,83,1,412,13,55,3
kujawsko-pomorskie,41807,"Fabianki, gm.",włocławski,7152,3052,3007,17,810,1337,66,40,4,612,48,69,4
kujawsko-pomorskie,41808,"Izbica Kujawska, gm.",włocławski,6257,2648,2633,14,1323,549,32,95,4,424,16,175,1
kujawsko-pomorskie,41809,"Kowal, gm.",włocławski,3200,1431,1409,6,553,409,13,81,3,248,19,77,0
kujawsko-pomorskie,41810,"Lubanie, gm.",włocławski,3711,1673,1645,4,716,466,23,59,1,320,16,34,6
kujawsko-pomorskie,41811,"Lubień Kujawski, gm.",włocławski,6106,2456,2435,12,1055,653,39,107,1,451,18,98,1
kujawsko-pomorskie,41812,"Lubraniec, gm.",włocławski,8136,3807,3766,15,1573,1088,41,169,1,685,17,166,11
kujawsko-pomorskie,41813,"Włocławek, gm.",włocławski,5428,2562,2537,9,737,1014,50,77,3,507,20,115,5
kujawsko-pomorskie,41901,"Barcin, gm.",żniński,11784,5657,5622,37,1181,2893,71,150,9,1125,71,73,12
kujawsko-pomorskie,41902,"Gąsawa, gm.",żniński,4224,2191,2175,12,666,802,23,71,2,482,22,91,4
kujawsko-pomorskie,41903,"Janowiec Wielkopolski, gm.",żniński,7532,3584,3558,15,872,1511,52,126,11,744,35,185,7
kujawsko-pomorskie,41904,"Łabiszyn, gm.",żniński,7404,3578,3552,19,1024,1504,59,93,1,708,46,96,2
kujawsko-pomorskie,41905,"Rogowo, gm.",żniński,5459,2836,2820,18,846,1081,35,118,1,558,37,121,5
kujawsko-pomorskie,41906,"Żnin, gm.",żniński,19510,10383,10300,89,3134,4194,183,252,13,1986,133,283,33
kujawsko-pomorskie,46101,"Bydgoszcz, m.",Bydgoszcz,288036,174683,173521,1379,47231,86895,4317,952,198,28408,2792,1063,286
kujawsko-pomorskie,46201,"Grudziądz, m.",Grudziądz,79024,41102,40798,276,9652,21596,850,451,55,6944,583,293,98
kujawsko-pomorskie,46301,"Toruń, m.",Toruń,161212,96749,96220,946,27928,48899,2582,545,111,12844,1571,656,138
kujawsko-pomorskie,46401,"Włocławek, m.",Włocławek,95043,52188,51782,222,13206,25533,1017,452,54,10205,689,328,76
lubelskie,60101,"Międzyrzec Podlaski, m.",bialski,13850,7707,7652,80,3922,2248,200,71,10,893,97,124,7
lubelskie,60102,"Terespol, m.",bialski,4690,2477,2461,19,931,1010,46,47,1,365,23,19,0
lubelskie,60103,"Biała Podlaska, gm.",bialski,9912,5212,5172,86,2474,1368,111,128,10,672,63,249,11
lubelskie,60104,"Drelów, gm.",bialski,4365,1930,1913,28,955,364,49,53,6,229,19,206,4
lubelskie,60105,"Janów Podlaski, gm.",bialski,4372,2009,2000,15,863,543,25,46,1,268,29,204,6
lubelskie,60106,"Kodeń, gm.",bialski,3261,1557,1539,14,578,528,12,79,3,226,17,79,3
lubelskie,60107,"Konstantynów, gm.",bialski,3224,1625,1619,19,784,396,22,51,3,201,22,117,4
lubelskie,60108,"Leśna Podlaska, gm.",bialski,3442,1727,1717,19,913,344,32,59,2,240,17,90,1
lubelskie,60109,"Łomazy, gm.",bialski,4226,2213,2198,26,1102,441,55,68,4,310,20,171,1
lubelskie,60110,"Międzyrzec Podlaski, gm.",bialski,7965,3851,3809,35,2465,626,40,79,8,333,23,196,4
lubelskie,60111,"Piszczac, gm.",bialski,5872,2562,2540,12,1302,667,49,71,3,264,25,142,5
lubelskie,60112,"Rokitno, gm.",bialski,2575,1189,1184,15,471,278,16,46,2,220,3,128,5
lubelskie,60113,"Rossosz, gm.",bialski,1928,1099,1090,26,599,198,17,34,0,112,10,91,3
lubelskie,60114,"Sławatycze, gm.",bialski,2116,1085,1073,16,398,416,9,46,1,128,4,52,3
lubelskie,60115,"Sosnówka, gm.",bialski,2284,967,959,7,336,238,5,97,2,148,12,114,0
lubelskie,60116,"Terespol, gm.",bialski,5564,2768,2749,21,1352,798,40,66,5,367,25,72,3
lubelskie,60117,"Tuczna, gm.",bialski,2828,1167,1152,19,549,245,17,59,1,157,12,91,2
lubelskie,60118,"Wisznice, gm.",bialski,4280,2136,2125,23,990,521,52,67,3,268,25,172,4
lubelskie,60119,"Zalesie, gm.",bialski,3536,1659,1637,21,738,497,31,54,3,206,15,69,3
lubelskie,60201,"Biłgoraj, m.",biłgorajski,21892,12407,12351,160,5613,4138,400,109,19,1483,229,176,24
lubelskie,60202,"Aleksandrów, gm.",biłgorajski,2466,1266,1253,30,862,198,13,23,2,71,9,44,1
lubelskie,60203,"Biłgoraj, gm.",biłgorajski,10091,5191,5138,91,3112,873,95,101,10,523,46,270,17
lubelskie,60204,"Biszcza, gm.",biłgorajski,3179,1462,1449,24,928,151,17,48,0,116,8,154,3
lubelskie,60205,"Frampol, gm.",biłgorajski,5238,2404,2389,42,1326,455,49,115,2,243,22,131,4
lubelskie,60206,"Goraj, gm.",biłgorajski,3595,1691,1685,26,1053,219,16,78,2,172,5,110,4
lubelskie,60207,"Józefów, gm.",biłgorajski,5728,2683,2652,34,1159,824,59,80,4,363,17,106,6
lubelskie,60208,"Księżpol, gm.",biłgorajski,5285,2611,2602,40,1515,398,28,116,3,330,32,132,8
lubelskie,60209,"Łukowa, gm.",biłgorajski,3500,1845,1837,8,1199,240,22,81,0,162,17,106,2
lubelskie,60210,"Obsza, gm.",biłgorajski,3474,1751,1736,14,1030,215,9,76,6,219,9,157,1
lubelskie,60211,"Potok Górny, gm.",biłgorajski,4487,2251,2243,68,1539,223,26,82,5,166,14,119,1
lubelskie,60212,"Tarnogród, gm.",biłgorajski,5580,2905,2879,55,1580,539,56,104,3,368,24,146,4
lubelskie,60213,"Tereszpol, gm.",biłgorajski,3175,1414,1400,19,803,288,33,45,1,141,14,55,1
lubelskie,60214,"Turobin, gm.",biłgorajski,5735,2958,2948,34,1889,270,36,186,1,284,12,235,1
lubelskie,60301,"Rejowiec Fabryczny, m.",chełmski,3668,1558,1549,17,587,584,54,24,2,234,21,22,4
lubelskie,60302,"Białopole, gm.",chełmski,2643,1089,1082,0,411,325,11,74,1,185,7,67,1
lubelskie,60303,"Chełm, gm.",chełmski,10510,4816,4767,35,2199,1304,100,152,4,719,54,191,9
lubelskie,60304,"Dorohusk, gm.",chełmski,5574,2355,2332,28,1071,676,38,97,7,307,20,76,12
lubelskie,60305,"Dubienka, gm.",chełmski,2188,905,895,4,310,299,14,39,3,134,22,67,3
lubelskie,60306,"Kamień, gm.",chełmski,3176,1336,1328,7,602,315,19,73,1,214,16,81,0
lubelskie,60307,"Leśniowice, gm.",chełmski,3188,1098,1091,12,379,272,26,68,2,205,12,113,2
lubelskie,60308,"Rejowiec Fabryczny, gm.",chełmski,3616,1381,1352,14,706,316,16,42,0,196,15,44,3
lubelskie,60309,"Ruda-Huta, gm.",chełmski,3812,1479,1467,21,547,491,21,67,1,227,15,75,2
lubelskie,60310,"Sawin, gm.",chełmski,4608,1956,1938,28,881,494,43,109,0,263,19,98,3
lubelskie,60311,"Siedliszcze, gm.",chełmski,5683,2055,2030,13,860,605,31,74,3,280,17,134,13
lubelskie,60312,"Wierzbica, gm.",chełmski,4298,1864,1853,31,942,360,32,57,3,311,22,93,2
lubelskie,60313,"Wojsławice, gm.",chełmski,3346,1361,1353,17,661,293,31,74,3,187,10,75,2
lubelskie,60314,"Żmudź, gm.",chełmski,2637,1054,1048,8,433,250,15,74,1,160,13,93,1
lubelskie,60315,"Rejowiec, gm.",chełmski,5466,2084,2061,12,933,586,39,72,5,338,15,55,6
lubelskie,60401,"Hrubieszów, m.",hrubieszowski,15772,8206,8138,68,3218,2861,184,153,9,1385,117,133,10
lubelskie,60402,"Dołhobyczów, gm.",hrubieszowski,5107,2130,2120,9,1052,393,18,140,6,378,20,100,4
lubelskie,60403,"Horodło, gm.",hrubieszowski,4668,1883,1859,17,817,501,28,94,0,303,17,81,1
lubelskie,60404,"Hrubieszów, gm.",hrubieszowski,8595,3654,3637,12,1774,752,51,248,5,513,32,244,6
lubelskie,60405,"Mircze, gm.",hrubieszowski,6572,2639,2622,16,1209,530,31,159,10,404,16,242,5
lubelskie,60406,"Trzeszczany, gm.",hrubieszowski,3843,1631,1624,12,887,311,25,70,3,233,13,68,2
lubelskie,60407,"Uchanie, gm.",hrubieszowski,4157,1816,1805,20,1036,284,29,107,2,180,6,138,3
lubelskie,60408,"Werbkowice, gm.",hrubieszowski,8297,3790,3757,37,2110,755,60,144,5,455,22,155,14
lubelskie,60501,"Batorz, gm.",janowski,2793,1587,1578,16,999,123,17,52,3,108,12,246,2
lubelskie,60502,"Chrzanów, gm.",janowski,2546,1586,1579,6,1264,50,11,86,1,63,5,92,1
lubelskie,60503,"Dzwola, gm.",janowski,5368,3065,3050,21,2372,222,27,67,2,120,10,207,2
lubelskie,60504,"Godziszów, gm.",janowski,4861,3628,3612,28,3040,110,13,59,1,119,13,223,6
lubelskie,60505,"Janów Lubelski, gm.",janowski,13309,7713,7672,84,4910,1496,174,53,3,733,66,145,8
lubelskie,60506,"Modliborzyce, gm.",janowski,5879,3072,3062,37,2015,362,56,67,8,299,24,187,7
lubelskie,60507,"Potok Wielki, gm.",janowski,3792,1821,1805,12,1199,220,20,61,1,199,16,76,1
lubelskie,60601,"Krasnystaw, m.",krasnostawski,16658,8490,8417,72,3079,3134,262,101,11,1472,118,150,18
lubelskie,60602,"Fajsławice, gm.",krasnostawski,4022,2091,2073,27,1285,295,47,64,1,211,14,123,6
lubelskie,60603,"Gorzków, gm.",krasnostawski,3289,1412,1402,11,657,219,22,102,1,241,10,130,9
lubelskie,60604,"Izbica, gm.",krasnostawski,7214,3158,3133,19,1618,692,52,158,2,416,24,146,6
lubelskie,60605,"Krasnystaw, gm.",krasnostawski,7333,3283,3261,26,1540,846,59,113,4,501,30,137,5
lubelskie,60606,"Kraśniczyn, gm.",krasnostawski,3546,1497,1484,21,666,329,16,88,4,251,16,88,5
lubelskie,60607,"Łopiennik Górny, gm.",krasnostawski,3470,1406,1401,12,796,226,10,70,5,183,16,82,1
lubelskie,60609,"Rudnik, gm.",krasnostawski,2850,1046,1041,3,539,159,13,95,1,157,1,67,6
lubelskie,60610,"Siennica Różana, gm.",krasnostawski,3460,1541,1526,5,534,412,42,68,3,289,16,156,1
lubelskie,60611,"Żółkiewka, gm.",krasnostawski,4995,2087,2078,5,1168,302,31,148,3,263,12,140,6
lubelskie,60701,"Kraśnik, m.",kraśnicki,30063,16740,16604,171,7865,4831,425,173,19,2643,194,242,41
lubelskie,60702,"Annopol, gm.",kraśnicki,7404,3360,3338,21,1807,603,40,71,2,557,18,216,3
lubelskie,60703,"Dzierzkowice, gm.",kraśnicki,4364,2201,2190,18,1347,291,32,80,2,262,17,139,2
lubelskie,60704,"Gościeradów, gm.",kraśnicki,5812,2671,2648,13,1615,361,29,84,1,344,14,187,0
lubelskie,60705,"Kraśnik, gm.",kraśnicki,5743,3027,3010,23,1926,470,41,58,2,334,25,123,8
lubelskie,60706,"Szastarka, gm.",kraśnicki,4893,2517,2498,15,1814,262,40,70,5,211,10,70,1
lubelskie,60707,"Trzydnik Duży, gm.",kraśnicki,5522,2593,2583,15,1416,392,34,118,4,440,21,141,2
lubelskie,60708,"Urzędów, gm.",kraśnicki,7028,3786,3749,46,2379,507,69,111,3,331,20,276,7
lubelskie,60709,"Wilkołaz, gm.",kraśnicki,4379,2467,2456,27,1705,195,45,78,5,232,24,141,4
lubelskie,60710,"Zakrzówek, gm.",kraśnicki,5641,2747,2734,34,1722,352,39,88,4,322,15,152,6
lubelskie,60801,"Lubartów, m.",lubartowski,18651,11007,10951,181,4191,4129,429,73,18,1516,181,215,18
lubelskie,60802,"Abramów, gm.",lubartowski,3479,1854,1834,24,1162,199,26,78,2,180,9,143,11
lubelskie,60803,"Firlej, gm.",lubartowski,4804,2027,2010,22,949,515,46,52,2,266,22,125,11
lubelskie,60804,"Jeziorzany, gm.",lubartowski,2463,1035,1029,17,591,153,16,23,1,147,5,71,5
lubelskie,60805,"Kamionka, gm.",lubartowski,5119,2411,2396,22,1086,584,48,112,11,337,24,164,8
lubelskie,60806,"Kock, gm.",lubartowski,5474,2723,2703,29,1580,558,47,79,4,264,11,127,4
lubelskie,60807,"Lubartów, gm.",lubartowski,8228,4198,4177,80,2092,1011,111,89,4,542,61,176,11
lubelskie,60808,"Michów, gm.",lubartowski,5124,2234,2217,4,1293,367,32,60,3,268,16,168,6
lubelskie,60809,"Niedźwiada, gm.",lubartowski,5034,2343,2323,36,1384,403,40,49,4,253,14,137,3
lubelskie,60810,"Ostrów Lubelski, gm.",lubartowski,4408,2189,2166,55,1251,394,40,76,5,204,10,127,4
lubelskie,60811,"Ostrówek, gm.",lubartowski,3297,1475,1452,12,716,293,23,56,1,188,12,146,5
lubelskie,60812,"Serniki, gm.",lubartowski,3825,1987,1981,46,1216,277,45,66,2,233,21,71,4
lubelskie,60813,"Uścimów, gm.",lubartowski,2743,1317,1303,30,628,295,20,59,1,130,9,124,7
lubelskie,60901,"Bełżyce, gm.",lubelski,10912,5612,5548,109,3018,1198,138,190,5,558,58,267,7
lubelskie,60902,"Borzechów, gm.",lubelski,3150,1686,1668,7,1152,134,15,57,1,151,11,136,4
lubelskie,60903,"Bychawa, gm.",lubelski,9748,4649,4626,66,2561,804,86,185,4,599,40,277,4
lubelskie,60904,"Garbów, gm.",lubelski,7048,3526,3499,59,1970,708,69,108,5,373,42,161,4
lubelskie,60905,"Głusk, gm.",lubelski,6347,3614,3590,50,1921,892,85,64,1,420,52,104,1
lubelskie,60906,"Jabłonna, gm.",lubelski,6083,2575,2560,21,1343,510,73,82,2,338,30,154,7
lubelskie,60907,"Jastków, gm.",lubelski,9844,5573,5541,92,3070,1350,143,73,14,504,87,198,10
lubelskie,60908,"Konopnica, gm.",lubelski,9474,5446,5415,63,2282,1808,136,106,8,581,100,318,13
lubelskie,60909,"Krzczonów, gm.",lubelski,4046,1708,1699,10,899,275,25,71,0,216,18,182,3
lubelskie,60910,"Niedrzwica Duża, gm.",lubelski,8701,4925,4883,91,2667,1067,108,112,7,555,50,211,15
lubelskie,60911,"Niemce, gm.",lubelski,13270,6909,6837,98,3477,1802,204,147,9,794,98,191,17
lubelskie,60912,"Strzyżewice, gm.",lubelski,5984,3000,2979,33,1613,570,79,69,3,348,36,228,0
lubelskie,60913,"Wojciechów, gm.",lubelski,4779,2143,2116,26,1173,371,31,100,5,234,26,149,1
lubelskie,60914,"Wólka, gm.",lubelski,7392,4110,4071,50,2184,1071,115,65,7,429,56,85,9
lubelskie,60915,"Wysokie, gm.",lubelski,4032,1906,1892,14,1017,214,24,120,3,200,8,286,6
lubelskie,60916,"Zakrzew, gm.",lubelski,2643,1170,1163,8,702,118,11,81,3,119,6,111,4
lubelskie,61001,"Cyców, gm.",łęczyński,6019,2616,2599,36,1284,608,51,106,4,344,32,119,15
lubelskie,61002,"Ludwin, gm.",łęczyński,3992,1666,1660,12,882,337,41,93,3,226,17,49,0
lubelskie,61003,"Łęczna, gm.",łęczyński,19810,10424,10374,130,5078,2770,308,99,16,1578,160,196,39
lubelskie,61004,"Milejów, gm.",łęczyński,7344,3032,3014,27,1482,754,78,105,6,417,39,98,8
lubelskie,61005,"Puchaczów, gm.",łęczyński,4088,1977,1967,13,1173,335,41,58,2,235,20,83,7
lubelskie,61006,"Spiczyn, gm.",łęczyński,4180,1853,1840,24,916,447,66,51,1,220,27,85,3
lubelskie,61101,"Łuków, m.",łukowski,24688,14215,14120,241,6819,4180,338,114,8,2013,204,168,35
lubelskie,61102,"Stoczek Łukowski, m.",łukowski,2178,1252,1240,12,608,401,15,12,0,161,17,11,3
lubelskie,61103,"Adamów, gm.",łukowski,4670,2218,2186,27,1169,507,31,57,6,268,30,86,5
lubelskie,61104,"Krzywda, gm.",łukowski,8128,3808,3770,40,2239,644,48,115,5,475,27,169,8
lubelskie,61105,"Łuków, gm.",łukowski,12898,6838,6801,95,4369,979,103,147,7,792,49,245,15
lubelskie,61106,"Serokomla, gm.",łukowski,3449,1424,1410,12,896,192,26,52,1,148,15,67,1
lubelskie,61107,"Stanin, gm.",łukowski,7583,3820,3792,25,2180,553,36,154,4,428,28,372,12
lubelskie,61108,"Stoczek Łukowski, gm.",łukowski,6731,3261,3238,31,2162,405,20,94,4,304,12,202,4
lubelskie,61109,"Trzebieszów, gm.",łukowski,5832,3289,3271,30,2457,322,34,51,3,215,26,127,6
lubelskie,61110,"Wojcieszków, gm.",łukowski,5542,2691,2662,33,1530,390,38,114,4,360,18,170,5
lubelskie,61111,"Wola Mysłowska, gm.",łukowski,4140,1945,1933,26,1238,241,15,58,5,194,10,145,1
lubelskie,61201,"Chodel, gm.",opolski,5308,2573,2565,13,1701,322,31,90,2,253,13,135,5
lubelskie,61202,"Józefów nad Wisłą, gm.",opolski,5699,2367,2353,22,1185,364,33,118,3,439,18,164,7
lubelskie,61203,"Karczmiska, gm.",opolski,4824,1988,1979,15,977,370,37,78,1,337,20,138,6
lubelskie,61204,"Łaziska, gm.",opolski,4256,1872,1862,12,1084,170,24,82,0,338,11,140,1
lubelskie,61205,"Opole Lubelskie, gm.",opolski,15191,7382,7288,46,3518,1785,143,244,11,1192,88,247,14
lubelskie,61206,"Poniatowa, gm.",opolski,12447,6282,6233,75,3032,1560,134,130,11,999,81,201,10
lubelskie,61207,"Wilków, gm.",opolski,3890,1567,1540,10,1042,117,19,63,0,231,5,53,0
