Kod TERYT,Gmina,Powiat,Województwo,registered_voters,ballots_cast,valid_votes,biedroń,bosak,duda,hołownia,jakubiak,kosiniak-kamysz,piotrowski,tanajno,trzaskowksi,witkowski,żółtek
40803,gm. Chrostkowo,lipnowski,kujawsko-pomorskie,2368,1224,1230,13,54,806,126,1,59,1,1,166,2,1
40804,gm. Dobrzyń nad Wisłą,lipnowski,kujawsko-pomorskie,6116,3265,3279,42,160,1897,458,5,131,5,3,570,2,6
40805,gm. Kikół,lipnowski,kujawsko-pomorskie,5605,2844,2852,65,158,1558,281,2,260,4,2,510,0,12
40806,gm. Lipno,lipnowski,kujawsko-pomorskie,9117,4696,4687,70,255,2473,588,6,407,1,4,872,3,8
40807,gm. Skępe,lipnowski,kujawsko-pomorskie,5987,3352,3353,62,204,1693,357,0,147,2,1,874,7,6
40808,gm. Tłuchowo,lipnowski,kujawsko-pomorskie,3653,2074,2084,29,125,1276,239,4,110,3,0,290,3,5
40809,gm. Wielgie,lipnowski,kujawsko-pomorskie,5209,2704,2702,62,158,1365,302,4,210,6,3,581,3,8
40901,gm. Dąbrowa,mogileński,kujawsko-pomorskie,3616,2019,2024,37,129,988,282,3,94,2,3,479,2,5
40902,gm. Jeziora Wielkie,mogileński,kujawsko-pomorskie,3823,2216,2216,31,105,1243,279,1,121,1,7,420,5,3
40903,gm. Mogilno,mogileński,kujawsko-pomorskie,19495,11542,11555,283,759,4824,1866,18,462,5,10,3292,8,28
40904,gm. Strzelno,mogileński,kujawsko-pomorskie,9358,5264,5260,128,300,2523,619,9,174,5,3,1479,6,14
41001,gm. Kcynia,nakielski,kujawsko-pomorskie,10198,5575,5600,150,294,2712,779,6,240,8,6,1396,2,7
41002,gm. Mrocza,nakielski,kujawsko-pomorskie,6932,3842,3839,49,223,1882,642,6,102,3,6,915,7,4
41003,gm. Nakło nad Notecią,nakielski,kujawsko-pomorskie,24477,14711,14765,300,815,5698,2623,20,375,14,18,4855,13,34
41004,gm. Sadki,nakielski,kujawsko-pomorskie,5553,3077,3087,51,158,1520,499,3,107,3,3,734,3,6
41005,gm. Szubin,nakielski,kujawsko-pomorskie,18632,11007,11041,213,646,4201,2088,19,269,20,6,3552,5,22
41101,m. Radziejów,radziejowski,kujawsko-pomorskie,4502,2723,2732,50,136,1269,344,7,52,4,2,859,3,6
41102,gm. Bytoń,radziejowski,kujawsko-pomorskie,2885,1691,1707,28,80,1144,133,3,56,2,1,254,3,3
41103,gm. Dobre,radziejowski,kujawsko-pomorskie,4270,2315,2323,23,120,1356,303,5,73,4,0,432,3,4
41104,gm. Osięciny,radziejowski,kujawsko-pomorskie,6230,3414,3428,68,162,1989,389,4,132,0,5,672,1,6
41105,gm. Piotrków Kujawski,radziejowski,kujawsko-pomorskie,7504,4209,4213,65,178,2582,447,9,136,5,8,769,3,11
41106,gm. Radziejów,radziejowski,kujawsko-pomorskie,3540,1998,2009,31,93,1148,258,0,98,0,3,374,2,2
41107,gm. Topólka,radziejowski,kujawsko-pomorskie,4112,2364,2372,38,88,1332,291,3,98,1,1,514,2,4
41201,m. Rypin,rypiński,kujawsko-pomorskie,12497,7414,7441,160,336,3169,969,6,130,5,5,2645,9,7
41202,gm. Brzuze,rypiński,kujawsko-pomorskie,4238,2295,2305,48,121,1269,282,6,93,4,1,473,4,4
41203,gm. Rogowo,rypiński,kujawsko-pomorskie,3816,2022,2024,41,91,1244,190,2,108,5,2,332,2,7
41204,gm. Rypin,rypiński,kujawsko-pomorskie,5894,3036,3030,56,174,1562,441,7,137,4,5,632,5,7
41205,gm. Skrwilno,rypiński,kujawsko-pomorskie,4647,2596,2589,28,142,1644,269,4,75,4,3,416,3,1
41206,gm. Wąpielsk,rypiński,kujawsko-pomorskie,3233,1695,1693,36,75,976,204,0,67,1,3,325,0,6
41301,gm. Kamień Krajeński,sępoleński,kujawsko-pomorskie,5306,2946,2944,62,166,1332,560,6,87,4,5,704,2,16
41302,gm. Sępólno Krajeńskie,sępoleński,kujawsko-pomorskie,12074,7036,7048,136,326,2894,1132,13,171,4,4,2345,13,10
41303,gm. Sośno,sępoleński,kujawsko-pomorskie,3803,1999,2007,32,78,1089,318,1,73,0,6,405,0,5
41304,gm. Więcbork,sępoleński,kujawsko-pomorskie,10080,5633,5649,106,297,2609,926,4,127,5,6,1557,6,6
41401,gm. Bukowiec,świecki,kujawsko-pomorskie,3862,2124,2117,29,119,1153,317,1,61,1,6,428,0,2
41402,gm. Dragacz,świecki,kujawsko-pomorskie,5451,2924,2948,66,179,1204,490,6,73,0,6,911,3,10
41403,gm. Drzycim,świecki,kujawsko-pomorskie,3833,2114,2118,43,131,1103,330,3,79,2,5,419,1,2
41404,gm. Jeżewo,świecki,kujawsko-pomorskie,6138,3406,3409,54,253,1669,537,5,71,4,6,804,2,4
41405,gm. Lniano,świecki,kujawsko-pomorskie,3357,2042,2043,25,124,1067,329,3,61,0,3,426,2,3
41406,gm. Nowe,świecki,kujawsko-pomorskie,7801,4074,4098,56,245,1778,719,4,96,1,7,1181,3,8
41407,gm. Osie,świecki,kujawsko-pomorskie,4429,2489,2491,69,152,1013,370,5,92,2,5,781,0,2
41408,gm. Pruszcz,świecki,kujawsko-pomorskie,7325,4363,4359,73,258,1934,745,9,166,4,7,1147,6,10
41409,gm. Świecie,świecki,kujawsko-pomorskie,25181,15050,15083,313,784,5402,2539,19,296,12,29,5657,6,26
41410,gm. Świekatowo,świecki,kujawsko-pomorskie,2855,1684,1680,33,106,771,323,9,57,1,1,369,2,8
41411,gm. Warlubie,świecki,kujawsko-pomorskie,4992,2559,2574,65,168,1305,387,2,83,4,3,547,4,6
41501,m. Chełmża,toruński,kujawsko-pomorskie,10628,5989,6019,117,404,2359,945,4,97,6,6,2059,5,17
41502,gm. Chełmża,toruński,kujawsko-pomorskie,7568,4071,4085,64,281,2032,611,9,115,5,4,950,2,12
41503,gm. Czernikowo,toruński,kujawsko-pomorskie,7061,3753,3753,63,196,1872,586,0,90,3,6,928,3,6
41504,gm. Lubicz,toruński,kujawsko-pomorskie,15155,10032,10077,208,676,3896,1772,23,182,6,15,3266,9,24
41505,gm. Łubianka,toruński,kujawsko-pomorskie,5541,3564,3602,57,290,1462,685,4,131,6,5,951,3,8
41506,gm. Łysomice,toruński,kujawsko-pomorskie,7794,4956,4985,99,378,1743,872,6,107,2,9,1752,7,10
41507,gm. Obrowo,toruński,kujawsko-pomorskie,13057,8722,8753,204,610,3281,1535,18,256,7,16,2797,9,20
41508,gm. Wielka Nieszawka,toruński,kujawsko-pomorskie,3793,2555,2558,68,180,806,442,2,55,2,8,991,2,2
41509,gm. Zławieś Wielka,toruński,kujawsko-pomorskie,10716,6699,6737,181,491,2367,1135,9,180,4,7,2352,3,8
41601,gm. Cekcyn,tucholski,kujawsko-pomorskie,5405,3315,3319,57,201,1627,639,8,77,1,5,697,5,2
41602,gm. Gostycyn,tucholski,kujawsko-pomorskie,4050,2240,2256,41,169,1163,339,0,62,2,2,470,3,5
41603,gm. Kęsowo,tucholski,kujawsko-pomorskie,3449,1987,1990,25,116,1100,301,1,45,0,7,393,0,2
41604,gm. Lubiewo,tucholski,kujawsko-pomorskie,4716,2879,2874,40,215,1511,431,6,104,1,1,554,3,8
41605,gm. Śliwice,tucholski,kujawsko-pomorskie,4531,2876,2887,46,166,1576,407,3,78,7,6,590,3,5
41606,gm. Tuchola,tucholski,kujawsko-pomorskie,15510,9412,9478,194,607,4224,1341,20,244,13,7,2791,14,23
41701,m. Wąbrzeźno,wąbrzeski,kujawsko-pomorskie,10232,5920,5931,129,382,2024,762,7,129,5,9,2455,11,18
41702,gm. Dębowa Łąka,wąbrzeski,kujawsko-pomorskie,2487,1277,1278,18,118,680,142,4,55,1,2,250,3,5
41703,gm. Książki,wąbrzeski,kujawsko-pomorskie,3264,1731,1750,30,135,892,190,2,66,1,2,426,0,6
41704,gm. Płużnica,wąbrzeski,kujawsko-pomorskie,3724,1933,1940,32,125,957,226,3,80,0,4,505,2,6
41705,gm. Ryńsk,wąbrzeski,kujawsko-pomorskie,6692,3504,3502,57,281,1701,476,5,145,7,5,810,4,11
41801,m. Kowal,włocławski,kujawsko-pomorskie,2782,1724,1728,33,102,726,284,2,36,1,2,534,1,7
41802,gm. Baruchowo,włocławski,kujawsko-pomorskie,2896,1627,1634,27,92,870,216,6,68,2,1,348,1,3
41803,gm. Boniewo,włocławski,kujawsko-pomorskie,2779,1629,1626,26,74,931,180,3,93,3,5,306,2,3
41804,gm. Brześć Kujawski,włocławski,kujawsko-pomorskie,9040,5021,5020,134,296,2219,723,6,115,4,7,1501,5,10
41805,gm. Choceń,włocławski,kujawsko-pomorskie,6504,3249,3269,63,183,1745,332,6,140,5,2,780,4,9
41806,gm. Chodecz,włocławski,kujawsko-pomorskie,5018,2420,2428,47,116,1327,267,2,68,0,9,587,2,3
41807,gm. Fabianki,włocławski,kujawsko-pomorskie,7728,4449,4469,110,208,1678,708,7,200,4,4,1544,4,2
41808,gm. Izbica Kujawska,włocławski,kujawsko-pomorskie,6047,3246,3269,38,141,2141,293,0,126,3,1,520,1,5
41809,gm. Kowal,włocławski,kujawsko-pomorskie,3223,1757,1768,31,59,1045,204,4,52,1,3,364,1,4
41810,gm. Lubanie,włocławski,kujawsko-pomorskie,3654,2224,2230,45,126,1296,229,3,53,4,4,468,0,2
41811,gm. Lubień Kujawski,włocławski,kujawsko-pomorskie,5942,2954,2980,62,141,1849,283,5,119,0,2,510,3,6
41812,gm. Lubraniec,włocławski,kujawsko-pomorskie,7618,4267,4298,47,147,2404,485,3,150,1,7,1034,7,13
41813,gm. Włocławek,włocławski,kujawsko-pomorskie,5857,3544,3552,74,182,1590,501,3,119,2,6,1072,2,1
41901,gm. Barcin,żniński,kujawsko-pomorskie,11134,6542,6604,126,379,2331,1385,9,171,6,9,2170,7,11
41902,gm. Gąsawa,żniński,kujawsko-pomorskie,4228,2448,2452,37,118,1244,382,2,86,8,0,572,3,0
41903,gm. Janowiec Wielkopolski,żniński,kujawsko-pomorskie,6952,4005,3991,71,203,1903,574,6,168,6,4,1038,7,11
41904,gm. Łabiszyn,żniński,kujawsko-pomorskie,7796,4491,4513,101,296,1993,842,2,106,4,9,1150,3,7
41905,gm. Rogowo,żniński,kujawsko-pomorskie,5330,3293,3294,55,178,1623,454,7,145,4,1,820,2,5
41906,gm. Żnin,żniński,kujawsko-pomorskie,18963,11029,11075,227,683,5131,1504,14,312,17,12,3127,14,34
46101,m. Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,258368,170814,171863,4776,9768,53669,29368,215,2955,159,273,70006,241,433
46201,m. Grudziądz,Grudziądz,kujawsko-pomorskie,68083,39978,40095,1130,2443,14031,5887,40,798,41,51,15538,48,88
46301,m. Toruń,Toruń,kujawsko-pomorskie,148917,100749,101374,2940,6619,31228,15439,129,1685,96,145,42726,132,235
46401,m. Włocławek,Włocławek,kujawsko-pomorskie,84171,50694,50826,1447,2485,17353,7047,71,742,46,72,21388,62,113
60101,m. Międzyrzec Podlaski,bialski,lubelskie,13148,8364,8395,113,687,4769,885,28,219,27,17,1612,7,31
60102,m. Terespol,bialski,lubelskie,4383,2805,2824,53,203,1417,356,7,50,4,0,723,1,10
60103,gm. Biała Podlaska,bialski,lubelskie,11354,7237,7255,115,618,3876,1073,19,262,17,9,1232,11,23
60104,gm. Drelów,bialski,lubelskie,4242,2352,2369,35,218,1561,206,3,97,6,2,233,3,5
60105,gm. Janów Podlaski,bialski,lubelskie,4123,2359,2377,18,182,1344,317,9,96,6,3,394,4,4
60106,gm. Kodeń,bialski,lubelskie,3034,1930,1942,24,143,1119,257,0,69,4,5,312,5,4
60107,gm. Konstantynów,bialski,lubelskie,3185,1850,1847,19,149,1113,209,7,73,1,7,257,4,8
60108,gm. Leśna Podlaska,bialski,lubelskie,3409,2054,2052,21,162,1320,243,4,62,3,2,228,1,6
60109,gm. Łomazy,bialski,lubelskie,4054,2465,2489,32,228,1555,269,4,102,3,3,282,1,10
60110,gm. Międzyrzec Podlaski,bialski,lubelskie,8083,5114,5128,58,447,3638,351,12,173,8,1,420,6,14
60111,gm. Piszczac,bialski,lubelskie,5743,3278,3264,39,250,2144,333,3,77,0,7,392,2,17
60112,gm. Rokitno,bialski,lubelskie,2419,1345,1343,16,101,829,156,3,71,0,9,151,0,7
60113,gm. Rossosz,bialski,lubelskie,1843,1245,1239,9,113,775,121,1,64,2,0,150,0,4
60114,gm. Sławatycze,bialski,lubelskie,1947,1138,1132,13,79,653,126,2,47,0,0,209,0,3
60115,gm. Sosnówka,bialski,lubelskie,2039,1083,1080,17,75,617,148,1,73,3,2,140,1,3
60116,gm. Terespol,bialski,lubelskie,5249,3132,3146,48,261,1941,342,2,80,5,4,451,3,9
60117,gm. Tuczna,bialski,lubelskie,2513,1306,1317,15,101,873,119,3,49,0,3,152,0,2
60118,gm. Wisznice,bialski,lubelskie,3954,2392,2402,20,188,1345,336,3,124,4,3,373,2,4
60119,gm. Zalesie,bialski,lubelskie,3514,2026,2023,16,150,1247,222,2,77,3,2,298,1,5
60201,m. Biłgoraj,biłgorajski,lubelskie,20760,13072,13177,231,1256,6579,1524,31,354,28,20,3092,18,44
60202,gm. Aleksandrów,biłgorajski,lubelskie,2618,1557,1569,18,149,1139,99,2,53,0,1,105,2,1
60203,gm. Biłgoraj,biłgorajski,lubelskie,10506,6548,6532,71,657,4410,468,15,281,10,6,599,2,13
60204,gm. Biszcza,biłgorajski,lubelskie,3073,1808,1804,20,163,1297,95,4,87,3,2,127,0,6
60205,gm. Frampol,biłgorajski,lubelskie,5010,2928,2954,33,300,2009,187,10,114,5,8,273,2,13
60206,gm. Goraj,biłgorajski,lubelskie,3403,1963,1976,18,197,1460,119,6,60,6,3,102,0,5
60207,gm. Józefów,biłgorajski,lubelskie,5711,3073,3075,56,281,1833,235,4,114,3,7,529,3,10
60208,gm. Księżpol,biłgorajski,lubelskie,5483,3427,3412,31,354,2391,259,2,100,3,5,261,3,3
60209,gm. Łukowa,biłgorajski,lubelskie,3447,2109,2105,29,189,1544,104,4,66,1,1,164,0,3
60210,gm. Obsza,biłgorajski,lubelskie,3410,2088,2083,14,219,1535,95,5,70,2,1,136,2,4
60211,gm. Potok Górny,biłgorajski,lubelskie,4419,2737,2752,24,261,2101,123,5,99,1,3,132,0,3
60212,gm. Tarnogród,biłgorajski,lubelskie,5353,3352,3362,42,287,2240,263,5,127,15,4,371,0,8
60213,gm. Tereszpol,biłgorajski,lubelskie,3156,1838,1845,20,165,1189,136,3,83,8,2,234,1,4
60214,gm. Turobin,biłgorajski,lubelskie,5108,3321,3369,41,228,2600,128,1,112,5,7,237,1,9
60301,m. Rejowiec Fabryczny,chełmski,lubelskie,3531,1933,1947,26,131,1088,243,5,55,1,1,389,2,6
60302,gm. Białopole,chełmski,lubelskie,2380,1172,1172,14,78,817,63,2,56,1,2,138,0,1
60303,gm. Chełm,chełmski,lubelskie,11560,6707,6783,95,577,3738,853,18,217,23,10,1232,5,15
60304,gm. Dorohusk,chełmski,lubelskie,5113,2845,2850,36,196,1923,247,5,68,5,3,355,4,8
60305,gm. Dubienka,chełmski,lubelskie,1978,1049,1059,8,77,595,110,3,62,3,0,195,3,3
60306,gm. Kamień,chełmski,lubelskie,3323,1840,1843,19,172,1122,210,9,62,1,4,240,1,3
60307,gm. Leśniowice,chełmski,lubelskie,3035,1473,1474,21,85,880,147,2,107,3,2,223,2,2
60308,gm. Rejowiec Fabryczny,chełmski,lubelskie,3463,1831,1850,23,91,1340,134,2,47,3,0,204,1,5
60309,gm. Ruda-Huta,chełmski,lubelskie,3605,1883,1885,24,117,1164,204,5,71,2,2,285,6,5
60310,gm. Sawin,chełmski,lubelskie,4425,2364,2389,31,155,1463,306,1,79,6,3,332,3,10
60311,gm. Siedliszcze,chełmski,lubelskie,5434,2772,2774,33,184,1884,237,5,78,5,3,335,1,9
60312,gm. Wierzbica,chełmski,lubelskie,4078,2233,2230,27,156,1568,177,2,53,8,2,233,0,4
60313,gm. Wojsławice,chełmski,lubelskie,3152,1657,1671,17,111,1213,113,0,49,4,1,158,3,2
60314,gm. Żmudź,chełmski,lubelskie,2542,1291,1292,15,86,816,115,1,61,7,2,182,2,5
60315,gm. Rejowiec,chełmski,lubelskie,5095,2571,2611,38,206,1587,315,4,46,7,4,401,0,3
60401,m. Hrubieszów,hrubieszowski,lubelskie,14525,8364,8407,140,524,4198,1020,12,192,20,7,2263,7,24
60402,gm. Dołhobyczów,hrubieszowski,lubelskie,4349,2181,2179,17,121,1483,172,8,159,5,1,209,2,2
60403,gm. Horodło,hrubieszowski,lubelskie,4205,2072,2066,20,131,1374,188,6,73,3,0,269,1,1
60404,gm. Hrubieszów,hrubieszowski,lubelskie,8128,4314,4337,36,253,2933,424,7,157,5,4,509,2,7
60405,gm. Mircze,hrubieszowski,lubelskie,5953,3132,3151,36,188,2026,299,7,193,9,7,376,3,7
60406,gm. Trzeszczany,hrubieszowski,lubelskie,3379,1816,1824,29,103,1287,138,3,42,3,1,214,1,3
60407,gm. Uchanie,hrubieszowski,lubelskie,3768,2119,2119,16,121,1596,117,2,61,6,0,195,0,5
60408,gm. Werbkowice,hrubieszowski,lubelskie,7700,4240,4246,41,312,2862,379,8,125,8,0,504,0,7
60501,gm. Batorz,janowski,lubelskie,2647,1743,1793,11,134,1427,54,3,82,3,1,72,0,6
60502,gm. Chrzanów,janowski,lubelskie,2387,1721,1740,8,115,1495,50,1,33,3,0,34,0,1
60503,gm. Dzwola,janowski,lubelskie,5080,3348,3370,18,239,2815,93,6,72,33,1,90,1,2
60504,gm. Godziszów,janowski,lubelskie,4700,3526,3523,19,241,3021,92,9,62,13,2,56,1,7
60505,gm. Janów Lubelski,janowski,lubelskie,12737,8197,8300,132,625,5376,688,15,192,46,7,1201,3,15
60506,gm. Modliborzyce,janowski,lubelskie,5689,3334,3319,39,230,2412,217,6,98,7,3,299,4,4
60507,gm. Potok Wielki,janowski,lubelskie,3778,2250,2242,32,150,1680,116,2,49,11,2,194,2,4
60601,m. Krasnystaw,krasnostawski,lubelskie,15339,8997,9032,200,716,4299,938,19,284,20,8,2502,14,32
60602,gm. Fajsławice,krasnostawski,lubelskie,3782,2400,2445,26,189,1664,224,4,92,10,2,226,3,5
60603,gm. Gorzków,krasnostawski,lubelskie,2922,1645,1671,25,117,1105,88,2,96,7,4,216,1,10
60604,gm. Izbica,krasnostawski,lubelskie,6731,3730,3750,62,299,2453,288,7,121,8,4,495,2,11
60605,gm. Krasnystaw,krasnostawski,lubelskie,6971,3857,3939,70,314,2393,325,6,157,4,1,660,3,6
60606,gm. Kraśniczyn,krasnostawski,lubelskie,3173,1746,1757,43,109,1106,136,4,83,14,2,248,5,7
60607,gm. Łopiennik Górny,krasnostawski,lubelskie,3252,1799,1827,20,130,1296,143,2,37,1,1,194,2,1
60609,gm. Rudnik,krasnostawski,lubelskie,2555,1326,1376,15,81,961,100,1,77,4,0,132,0,5
60610,gm. Siennica Różana,krasnostawski,lubelskie,3461,1854,1871,37,127,983,173,4,159,1,4,377,1,5
60611,gm. Żółkiewka,krasnostawski,lubelskie,4540,2413,2441,35,153,1778,119,0,108,8,1,234,0,5
60701,m. Kraśnik,kraśnicki,lubelskie,26920,16507,16549,379,1129,8788,1853,32,332,27,18,3937,10,44
60702,gm. Annopol,kraśnicki,lubelskie,6985,4134,4163,51,207,2907,323,4,170,1,4,489,2,5
60703,gm. Dzierzkowice,kraśnicki,lubelskie,4242,2646,2645,38,200,1754,232,8,132,8,4,261,3,5
60704,gm. Gościeradów,kraśnicki,lubelskie,5705,3233,3251,40,212,2291,200,3,153,3,4,339,1,5
60705,gm. Kraśnik,kraśnicki,lubelskie,5701,3423,3459,59,315,2210,287,10,138,7,1,423,6,3
60706,gm. Szastarka,kraśnicki,lubelskie,4696,2919,2931,25,137,2333,136,5,109,5,8,170,2,1
60707,gm. Trzydnik Duży,kraśnicki,lubelskie,5168,2975,2990,64,198,2010,236,7,128,1,3,335,0,8
60708,gm. Urzędów,kraśnicki,lubelskie,6965,4314,4310,48,331,2912,323,7,234,13,5,428,0,9
60709,gm. Wilkołaz,kraśnicki,lubelskie,4322,2901,2916,32,267,2065,208,11,86,13,6,213,1,14
60710,gm. Zakrzówek,kraśnicki,lubelskie,5240,3148,3184,29,333,2222,174,6,127,5,2,281,0,5
60801,m. Lubartów,lubartowski,lubelskie,17114,11425,11476,216,942,5502,1442,26,323,21,19,2945,8,32
60802,gm. Abramów,lubartowski,lubelskie,3340,2095,2090,24,215,1553,117,2,76,7,2,89,0,5
60803,gm. Firlej,lubartowski,lubelskie,4770,2719,2714,39,229,1763,210,6,109,0,5,340,2,11
60804,gm. Jeziorzany,lubartowski,lubelskie,2231,1282,1282,17,99,932,75,4,40,0,3,110,1,1
60805,gm. Kamionka,lubartowski,lubelskie,5168,3089,3097,52,315,1828,287,16,127,5,6,451,1,9
60806,gm. Kock,lubartowski,lubelskie,5109,3004,3015,25,203,2161,211,5,84,7,7,301,3,8
60807,gm. Lubartów,lubartowski,lubelskie,8998,5877,5952,73,595,3447,710,8,189,14,9,885,7,15
60808,gm. Michów,lubartowski,lubelskie,4894,2841,2858,32,239,2009,165,5,126,5,4,264,1,8
60809,gm. Niedźwiada,lubartowski,lubelskie,4980,3151,3140,47,247,2253,247,6,99,9,4,222,1,5
60810,gm. Ostrów Lubelski,lubartowski,lubelskie,4229,2684,2677,31,242,1752,242,3,134,2,5,261,2,3
60811,gm. Ostrówek,lubartowski,lubelskie,3062,1871,1863,13,157,1330,115,5,91,0,3,146,3,0
60812,gm. Serniki,lubartowski,lubelskie,3946,2602,2591,22,249,1805,223,3,72,7,7,193,4,6
60813,gm. Uścimów,lubartowski,lubelskie,2604,1585,1599,20,128,1045,124,4,59,3,2,212,0,2
60901,gm. Bełżyce,lubelski,lubelskie,10496,6593,6629,78,606,4103,608,11,287,13,10,889,3,21
60902,gm. Borzechów,lubelski,lubelskie,3115,2024,2037,7,173,1466,137,3,113,1,0,131,2,4
60903,gm. Bychawa,lubelski,lubelskie,9381,5672,5730,89,467,3701,528,16,241,7,1,666,4,10
60904,gm. Garbów,lubelski,lubelskie,7150,4636,4640,80,490,2842,441,10,167,1,7,592,3,7
60905,gm. Głusk,lubelski,lubelskie,8869,6147,6209,92,579,3025,851,16,190,8,11,1403,9,25
60906,gm. Jabłonna,lubelski,lubelskie,6411,3807,3840,55,368,2356,363,9,127,3,16,530,3,10
60907,gm. Jastków,lubelski,lubelskie,10959,7626,7690,120,650,4173,854,20,198,16,8,1629,4,18
60908,gm. Konopnica,lubelski,lubelskie,10992,7708,7748,125,775,3327,956,26,370,21,16,2102,8,22
60909,gm. Krzczonów,lubelski,lubelskie,3727,2246,2258,23,171,1497,161,6,128,2,6,258,0,6
60910,gm. Niedrzwica Duża,lubelski,lubelskie,9177,5999,6049,77,618,3545,684,12,217,4,6,865,3,18
60911,gm. Niemce,lubelski,lubelskie,15416,10448,10452,185,1014,5455,1234,29,331,24,13,2127,11,29
60912,gm. Strzyżewice,lubelski,lubelskie,6268,3818,3845,59,382,2286,368,11,203,8,12,503,2,11
60913,gm. Wojciechów,lubelski,lubelskie,4722,2936,2945,37,213,1903,264,5,99,5,4,401,6,8
60914,gm. Wólka,lubelski,lubelskie,9321,6359,6373,115,678,3171,831,16,180,27,14,1315,6,20
60915,gm. Wysokie,lubelski,lubelskie,3801,2253,2258,15,133,1660,99,5,145,4,2,193,1,1
60916,gm. Zakrzew,lubelski,lubelskie,2425,1375,1380,12,76,1112,47,3,62,1,0,64,1,2
61001,gm. Cyców,łęczyński,lubelskie,6070,3539,3581,44,369,2391,243,6,102,5,2,410,2,7
61002,gm. Ludwin,łęczyński,lubelskie,4432,2714,2704,31,276,1569,321,5,85,8,5,395,3,6
61003,gm. Łęczna,łęczyński,lubelskie,17869,11665,11750,156,1363,6331,1261,18,295,29,12,2249,15,21
61004,gm. Milejów,łęczyński,lubelskie,7131,4046,4061,38,321,2582,424,6,115,8,7,539,5,16
61005,gm. Puchaczów,łęczyński,lubelskie,4415,2851,2864,28,322,1792,278,7,111,1,4,314,4,3
61006,gm. Spiczyn,łęczyński,lubelskie,4494,2640,2636,22,292,1454,362,6,61,4,4,423,0,8
61101,m. Łuków,łukowski,lubelskie,22785,15234,15301,206,1247,8213,2000,37,342,54,8,3142,10,42
61102,m. Stoczek Łukowski,łukowski,lubelskie,2050,1372,1383,15,65,835,139,2,37,1,2,282,1,4
61103,gm. Adamów,łukowski,lubelskie,4410,2621,2621,23,166,1780,261,4,71,2,6,305,1,2
61104,gm. Krzywda,łukowski,lubelskie,8083,4679,4701,43,398,3351,351,10,119,8,3,412,0,6
61105,gm. Łuków,łukowski,lubelskie,13621,9056,9068,93,867,6307,773,21,210,16,16,732,8,25
61106,gm. Serokomla,łukowski,lubelskie,3216,1822,1825,24,149,1365,103,1,45,1,2,130,0,5
61107,gm. Stanin,łukowski,lubelskie,7489,4733,4736,32,440,3380,279,10,240,3,6,339,3,4
61108,gm. Stoczek Łukowski,łukowski,lubelskie,6294,3942,3938,23,218,3076,226,4,115,5,3,257,2,9
61109,gm. Trzebieszów,łukowski,lubelskie,5825,4104,4091,20,319,3233,231,2,81,9,2,186,1,7
61110,gm. Wojcieszków,łukowski,lubelskie,5356,3205,3223,17,243,2433,194,9,81,4,4,229,2,7
61111,gm. Wola Mysłowska,łukowski,lubelskie,3897,2486,2494,15,176,1857,166,2,88,4,7,174,2,3
61201,gm. Chodel,opolski,lubelskie,5264,3069,3084,25,243,2245,196,5,101,5,5,254,0,5
61202,gm. Józefów nad Wisłą,opolski,lubelskie,5313,3010,3014,43,240,2022,193,5,130,4,3,368,1,5
61203,gm. Karczmiska,opolski,lubelskie,4563,2469,2473,31,206,1510,261,4,153,3,2,296,0,7
61204,gm. Łaziska,opolski,lubelskie,3945,2298,2291,36,157,1548,145,2,158,3,0,230,2,10
61205,gm. Opole Lubelskie,opolski,lubelskie,14239,8420,8462,157,621,4986,828,22,264,11,10,1541,8,14
61206,gm. Poniatowa,opolski,lubelskie,11206,7058,7100,96,469,4173,853,11,221,8,11,1240,5,13
61207,gm. Wilków,opolski,lubelskie,3658,2227,2250,17,156,1623,119,4,120,1,4,198,1,7
61301,gm. Dębowa Kłoda,parczewski,lubelskie,3257,1780,1773,21,144,1070,184,2,69,3,3,276,1,0
61302,gm. Jabłoń,parczewski,lubelskie,3048,1877,1874,31,184,1229,162,3,72,6,6,173,1,7
61303,gm. Milanów,parczewski,lubelskie,3027,1770,1769,27,177,1103,177,7,81,9,5,179,2,2
61304,gm. Parczew,parczewski,lubelskie,11652,6994,7027,99,484,3701,923,12,287,11,20,1468,8,14
61305,gm. Podedwórze,parczewski,lubelskie,1402,801,809,10,88,497,83,0,33,2,1,92,0,3
61306,gm. Siemień,parczewski,lubelskie,3719,2133,2131,21,185,1436,171,5,72,3,3,230,2,3
61307,gm. Sosnowica,parczewski,lubelskie,2119,1160,1156,15,79,696,136,2,39,2,2,183,1,1
