code,Województwo,Gmina,registered_voters,ballots_cast,valid_votes,braun,duda,jarubas,komorowski,korwin-mikke,kowalski,kukiz,ogórek,palikot,tanajno,wilk
41206,kujawsko-pomorskie,gm. Wąpielsk,3305,1182,1177,3,516,26,362,23,6,208,19,9,0,5
41301,kujawsko-pomorskie,gm. Kamień Krajeński,5464,2189,2171,13,627,43,911,54,9,409,68,28,0,9
41302,kujawsko-pomorskie,gm. Sępólno Krajeńskie,12534,5462,5437,24,1459,68,2508,131,23,936,196,75,4,13
41303,kujawsko-pomorskie,gm. Sośno,4022,1476,1469,10,436,31,629,24,8,256,53,18,1,3
41304,kujawsko-pomorskie,gm. Więcbork,10403,4205,4189,14,1270,104,1899,96,12,607,127,42,4,14
41401,kujawsko-pomorskie,gm. Bukowiec,3996,1494,1476,10,533,48,524,47,4,237,49,15,2,7
41402,kujawsko-pomorskie,gm. Dragacz,6021,2561,2538,9,639,32,934,100,23,675,84,29,3,10
41403,kujawsko-pomorskie,gm. Drzycim,3996,1669,1659,16,554,27,573,52,11,366,35,14,2,9
41404,kujawsko-pomorskie,gm. Jeżewo,6243,2595,2578,14,849,33,995,66,16,489,74,25,6,11
41405,kujawsko-pomorskie,gm. Lniano,3321,1526,1520,8,529,38,560,48,8,243,50,21,3,12
41406,kujawsko-pomorskie,gm. Nowe,8379,3045,3027,12,788,34,1434,120,14,533,53,25,6,8
41407,kujawsko-pomorskie,gm. Osie,4324,1763,1754,5,481,27,773,46,7,326,64,17,3,5
41408,kujawsko-pomorskie,gm. Pruszcz,7486,3342,3306,21,937,109,1359,109,23,598,92,32,6,20
41409,kujawsko-pomorskie,gm. Świecie,26505,11632,11577,57,3010,132,5230,368,57,2232,263,163,16,49
41410,kujawsko-pomorskie,gm. Świekatowo,2824,1221,1210,4,357,16,458,52,13,241,53,13,1,2
41411,kujawsko-pomorskie,gm. Warlubie,5054,1829,1817,6,585,20,699,66,6,349,63,17,2,4
41501,kujawsko-pomorskie,m. Chełmża,11413,4558,4521,21,1468,37,1745,144,29,921,96,39,6,15
41502,kujawsko-pomorskie,gm. Chełmża,7677,2844,2811,18,983,77,964,79,16,536,79,41,5,13
41503,kujawsko-pomorskie,gm. Czernikowo,6946,2511,2488,18,865,34,889,81,18,477,70,27,3,6
41504,kujawsko-pomorskie,gm. Lubicz,14441,6855,6811,44,2330,84,2313,223,28,1537,138,73,17,24
41505,kujawsko-pomorskie,gm. Łubianka,5138,2361,2324,13,763,59,772,83,18,510,70,21,4,11
41506,kujawsko-pomorskie,gm. Łysomice,7387,3180,3165,10,1006,29,1113,122,17,734,65,44,4,21
41507,kujawsko-pomorskie,gm. Obrowo,11220,5087,5045,21,1605,93,1696,177,27,1190,125,70,9,32
41508,kujawsko-pomorskie,gm. Wielka Nieszawka,3667,1796,1774,16,452,25,771,73,5,342,50,29,7,4
41509,kujawsko-pomorskie,gm. Zławieś Wielka,10012,4370,4357,23,1253,56,1723,146,22,947,94,68,7,18
41601,kujawsko-pomorskie,gm. Cekcyn,5258,2156,2138,6,683,65,878,68,10,326,67,24,5,6
41602,kujawsko-pomorskie,gm. Gostycyn,4136,1769,1750,9,587,44,635,55,9,307,75,16,1,12
41603,kujawsko-pomorskie,gm. Kęsowo,3552,1423,1413,2,452,43,517,54,1,277,48,13,1,5
41604,kujawsko-pomorskie,gm. Lubiewo,4571,2073,2051,11,786,35,726,51,13,327,70,22,1,9
41605,kujawsko-pomorskie,gm. Śliwice,4355,2050,2037,19,808,27,743,40,8,297,72,21,0,2
41606,kujawsko-pomorskie,gm. Tuchola,15987,7197,7165,41,2245,108,2861,240,25,1322,213,76,7,27
41701,kujawsko-pomorskie,m. Wąbrzeźno,10834,4712,4670,14,1193,46,2112,137,18,925,132,59,12,22
41702,kujawsko-pomorskie,gm. Dębowa Łąka,2539,923,916,3,257,38,312,23,6,237,26,7,1,6
41703,kujawsko-pomorskie,gm. Książki,3380,1319,1315,5,427,34,484,46,9,260,38,5,1,6
41704,kujawsko-pomorskie,gm. Płużnica,3916,1512,1495,6,445,51,537,49,8,329,53,9,4,4
41705,kujawsko-pomorskie,gm. Wąbrzeźno,6800,2368,2351,7,689,54,809,80,14,571,84,32,3,8
41801,kujawsko-pomorskie,m. Kowal,2953,1311,1302,7,382,26,515,35,8,272,40,15,0,2
41802,kujawsko-pomorskie,gm. Baruchowo,2903,1019,1014,6,349,14,361,11,4,197,32,23,3,14
41803,kujawsko-pomorskie,gm. Boniewo,2803,1011,1003,6,381,39,340,17,2,181,27,6,1,3
41804,kujawsko-pomorskie,gm. Brześć Kujawski,9303,3505,3470,14,1028,65,1220,99,10,825,120,66,3,20
41805,kujawsko-pomorskie,gm. Choceń,6542,2170,2130,15,688,50,761,59,9,421,92,29,3,3
41806,kujawsko-pomorskie,gm. Chodecz,5147,1689,1683,7,671,29,553,39,14,297,52,14,3,4
41807,kujawsko-pomorskie,gm. Fabianki,7680,2749,2737,13,785,56,1069,63,5,614,79,37,8,8
41808,kujawsko-pomorskie,gm. Izbica Kujawska,6215,2100,2073,12,1003,78,480,51,14,311,90,20,3,11
41809,kujawsko-pomorskie,gm. Kowal,3221,1090,1078,4,437,35,307,23,7,198,38,14,4,11
41810,kujawsko-pomorskie,gm. Lubanie,3729,1392,1380,9,599,13,338,46,4,310,40,20,0,1
41811,kujawsko-pomorskie,gm. Lubień Kujawski,6096,2086,2067,14,849,43,657,48,11,343,67,24,2,9
41812,kujawsko-pomorskie,gm. Lubraniec,8099,3068,3058,9,1213,82,965,69,15,547,105,41,2,10
41813,kujawsko-pomorskie,gm. Włocławek,5646,2332,2292,8,731,54,821,56,2,499,74,32,1,14
41901,kujawsko-pomorskie,gm. Barcin,11591,4700,4665,26,1135,66,2143,143,33,885,149,58,6,21
41902,kujawsko-pomorskie,gm. Gąsawa,4278,1855,1843,16,670,48,661,41,5,310,61,21,3,7
41903,kujawsko-pomorskie,gm. Janowiec Wielkopolski,7332,2952,2929,12,830,74,1239,71,16,528,105,35,4,15
41904,kujawsko-pomorskie,gm. Łabiszyn,7699,3129,3090,14,983,51,1143,95,7,661,89,29,6,12
41905,kujawsko-pomorskie,gm. Rogowo,5471,2397,2381,16,708,110,935,65,8,406,97,25,2,9
41906,kujawsko-pomorskie,gm. Żnin,19603,8654,8590,54,2674,136,3301,330,30,1643,271,109,8,34
46101,kujawsko-pomorskie,m. Bydgoszcz,278843,139959,139063,1059,37668,830,57886,4330,540,29498,3732,2522,300,698
46201,kujawsko-pomorskie,m. Grudziądz,74274,33413,33124,159,8883,240,14872,1018,147,6161,961,507,33,143
46301,kujawsko-pomorskie,m. Toruń,156848,81465,80756,681,23082,470,33224,2694,376,16116,1913,1532,218,450
46401,kujawsko-pomorskie,m. Włocławek,91427,40587,40280,236,10561,302,16087,970,181,9504,1439,774,63,163
60101,lubelskie,m. Międzyrzec Podlaski,13781,7055,7016,65,3145,80,1701,264,58,1463,135,62,8,35
60102,lubelskie,m. Terespol,4638,2315,2290,12,899,26,697,65,18,469,67,28,2,7
60103,lubelskie,gm. Biała Podlaska,10668,5165,5122,84,1928,126,1349,168,36,1229,123,43,9,27
60104,lubelskie,gm. Drelów,4431,1977,1970,16,880,95,382,57,23,451,44,14,0,8
60105,lubelskie,gm. Janów Podlaski,4290,1915,1897,28,743,99,474,43,11,430,48,19,0,2
60106,lubelskie,gm. Kodeń,3277,1503,1492,11,574,37,480,29,12,275,52,16,1,5
60107,lubelskie,gm. Konstantynów,3266,1477,1452,18,607,51,407,37,14,253,38,13,4,10
60108,lubelskie,gm. Leśna Podlaska,3452,1658,1648,20,798,31,363,46,16,301,51,15,1,6
60109,lubelskie,gm. Łomazy,4203,1982,1960,35,825,91,421,78,17,377,68,23,6,19
60110,lubelskie,gm. Międzyrzec Podlaski,8124,3980,3958,43,2158,121,677,148,61,633,68,30,10,9
60111,lubelskie,gm. Piszczac,5910,2424,2412,30,1150,50,530,85,18,478,38,21,4,8
60112,lubelskie,gm. Rokitno,2544,1125,1118,11,445,56,289,25,4,222,46,8,3,9
60113,lubelskie,gm. Rossosz,1921,997,995,21,487,32,191,37,3,180,31,8,1,4
60114,lubelskie,gm. Sławatycze,2028,931,926,8,360,15,330,19,8,136,32,18,0,0
60115,lubelskie,gm. Sosnówka,2185,895,888,10,361,53,223,14,8,158,49,10,0,2
60116,lubelskie,gm. Terespol,5433,2541,2525,32,1200,37,584,62,14,496,66,20,3,11
60117,lubelskie,gm. Tuczna,2694,1081,1074,16,490,34,266,40,13,157,39,12,2,5
60118,lubelskie,gm. Wisznice,4153,1944,1935,22,809,87,478,67,24,352,46,37,5,8
60119,lubelskie,gm. Zalesie,3572,1503,1485,10,620,50,413,48,8,282,38,6,0,10
60201,lubelskie,m. Biłgoraj,21453,11199,11132,151,4389,126,2540,424,71,2617,203,522,18,71
60202,lubelskie,gm. Aleksandrów,2536,1195,1190,17,690,24,151,50,38,200,7,8,2,3
60203,lubelskie,gm. Biłgoraj,10372,5087,5040,76,2730,149,625,167,47,1040,66,118,3,19
60204,lubelskie,gm. Biszcza,3186,1480,1475,18,807,112,170,40,41,224,31,29,1,2
60205,lubelskie,gm. Frampol,5187,2369,2356,26,1233,67,332,106,10,446,57,67,5,7
60206,lubelskie,gm. Goraj,3518,1658,1651,14,920,63,194,44,12,334,28,32,4,6
60207,lubelskie,gm. Józefów,5817,2409,2394,22,984,58,477,87,16,588,72,67,2,21
60208,lubelskie,gm. Księżpol,5454,2608,2593,31,1305,82,308,86,20,628,45,75,2,11
60209,lubelskie,gm. Łukowa,3510,1608,1596,11,935,58,202,48,16,268,24,29,0,5
60210,lubelskie,gm. Obsza,3481,1593,1581,19,844,68,234,52,13,275,46,28,0,2
60211,lubelskie,gm. Potok Górny,4623,2287,2274,20,1412,73,218,86,22,376,35,28,0,4
60212,lubelskie,gm. Tarnogród,5536,2729,2706,19,1430,84,436,61,25,525,62,52,2,10
60213,lubelskie,gm. Tereszpol,3197,1371,1368,17,732,31,194,49,12,260,24,39,2,8
60214,lubelskie,gm. Turobin,5492,2683,2678,26,1568,101,351,87,21,388,79,41,2,14
60301,lubelskie,m. Rejowiec Fabryczny,3677,1496,1490,5,568,28,358,51,14,394,39,26,3,4
60302,lubelskie,gm. Białopole,2566,980,967,4,413,63,232,11,10,190,30,10,0,4
60303,lubelskie,gm. Chełm,11177,5022,4973,41,2181,166,1014,175,49,1141,130,54,9,13
60304,lubelskie,gm. Dorohusk,5442,2212,2202,24,1016,63,449,40,34,486,56,24,0,10
60305,lubelskie,gm. Dubienka,2119,851,842,1,301,62,255,14,5,151,19,26,2,6
60306,lubelskie,gm. Kamień,3302,1353,1346,12,589,43,263,58,5,323,36,12,1,4
60307,lubelskie,gm. Leśniowice,3132,1164,1157,6,384,156,244,30,10,251,42,26,3,5
60308,lubelskie,gm. Rejowiec Fabryczny,3576,1358,1343,8,672,53,246,33,12,264,27,20,3,5
60309,lubelskie,gm. Ruda-Huta,3731,1407,1397,13,553,59,374,43,7,298,29,15,2,4
60310,lubelskie,gm. Sawin,4690,1837,1829,19,792,59,404,54,26,381,52,33,2,7
60311,lubelskie,gm. Siedliszcze,5592,1898,1876,15,796,58,466,33,20,411,47,28,1,1
60312,lubelskie,gm. Wierzbica,4281,1766,1758,6,842,94,287,40,15,400,50,14,3,7
60313,lubelskie,gm. Wojsławice,3301,1368,1358,11,665,53,296,38,6,244,22,15,3,5
60314,lubelskie,gm. Żmudź,2671,1074,1069,4,441,62,261,30,3,237,24,6,0,1
60315,lubelskie,gm. Rejowiec,5344,1951,1933,12,861,76,390,47,41,424,33,37,3,9
60401,lubelskie,m. Hrubieszów,15653,7247,7179,52,2822,105,2072,217,38,1566,153,119,5,30
60402,lubelskie,gm. Dołhobyczów,4853,1877,1865,13,855,88,440,48,12,325,55,22,0,7
60403,lubelskie,gm. Horodło,4456,1664,1649,9,727,65,417,35,9,319,39,22,1,6
60404,lubelskie,gm. Hrubieszów,8442,3416,3391,29,1628,91,734,74,28,682,71,35,4,15
60405,lubelskie,gm. Mircze,6447,2463,2444,23,1002,138,564,68,8,503,86,41,3,8
60406,lubelskie,gm. Trzeszczany,3635,1457,1449,15,766,23,269,25,11,284,33,16,1,6
60407,lubelskie,gm. Uchanie,4013,1669,1652,6,920,59,300,32,14,266,31,19,3,2
60408,lubelskie,gm. Werbkowice,8005,3312,3289,24,1689,102,595,110,17,639,65,36,3,9
60501,lubelskie,gm. Batorz,2759,1506,1502,13,944,88,144,46,19,195,33,17,1,2
60502,lubelskie,gm. Chrzanów,2482,1479,1468,10,1134,50,55,35,13,138,25,6,1,1
60503,lubelskie,gm. Dzwola,5335,2958,2944,44,2056,93,228,94,25,341,41,14,1,7
60504,lubelskie,gm. Godziszów,4843,3066,3052,21,2365,89,136,69,16,294,39,13,1,9
60505,lubelskie,gm. Janów Lubelski,13276,6989,6931,87,3874,109,1126,243,52,1193,131,81,7,28
60506,lubelskie,gm. Modliborzyce,5833,2713,2694,21,1603,57,384,46,19,444,69,42,0,9
60507,lubelskie,gm. Potok Wielki,3903,1667,1661,11,1022,41,187,48,14,252,56,23,3,4
60601,lubelskie,m. Krasnystaw,16244,7547,7489,77,2590,117,2308,273,92,1649,197,151,9,26
60602,lubelskie,gm. Fajsławice,3913,1884,1875,22,977,50,223,63,19,471,21,24,1,4
60603,lubelskie,gm. Gorzków,3129,1319,1315,6,582,71,238,38,11,289,35,34,3,8
60604,lubelskie,gm. Izbica,7058,2811,2799,14,1362,74,536,70,23,617,41,50,4,8
60605,lubelskie,gm. Krasnystaw,7261,3109,3100,21,1328,91,696,106,43,684,71,43,2,15
60606,lubelskie,gm. Kraśniczyn,3324,1381,1361,5,632,43,321,39,10,238,45,23,1,4
60607,lubelskie,gm. Łopiennik Górny,3462,1317,1307,3,702,34,226,27,27,251,21,13,0,3
60609,lubelskie,gm. Rudnik,2711,1032,1028,7,507,49,182,27,20,180,34,16,3,3
60610,lubelskie,gm. Siennica Różana,3477,1505,1487,8,519,113,359,50,10,361,39,24,0,4
60611,lubelskie,gm. Żółkiewka,4834,1917,1905,17,979,88,324,49,14,328,68,29,1,8
60701,lubelskie,m. Kraśnik,29050,14704,14596,156,6027,309,3843,382,172,3086,321,234,20,46
60702,lubelskie,gm. Annopol,7286,3081,3065,29,1508,168,619,80,19,511,90,24,2,15
60703,lubelskie,gm. Dzierzkowice,4360,2053,2024,16,1046,162,273,66,20,374,51,14,0,2
60704,lubelskie,gm. Gościeradów,5887,2336,2316,13,1215,175,366,58,13,388,59,21,5,3
60705,lubelskie,gm. Kraśnik,5791,2711,2691,35,1456,122,367,67,41,523,46,24,3,7
60706,lubelskie,gm. Szastarka,4815,2284,2274,12,1580,56,215,45,9,302,40,10,1,4
60707,lubelskie,gm. Trzydnik Duży,5406,2270,2258,34,1086,109,416,39,16,439,72,40,2,5
60708,lubelskie,gm. Urzędów,6994,3349,3301,43,1749,185,546,103,44,523,65,34,2,7
60709,lubelskie,gm. Wilkołaz,4360,2415,2396,19,1406,109,212,93,32,436,46,24,6,13
60710,lubelskie,gm. Zakrzówek,5500,2462,2455,21,1415,84,342,88,37,384,54,18,3,9
60801,lubelskie,m. Lubartów,17881,9838,9749,97,3615,181,2615,376,92,2309,197,194,19,54
60802,lubelskie,gm. Abramów,3409,1812,1792,13,1078,73,189,61,41,261,54,19,2,1
60803,lubelskie,gm. Firlej,4766,2106,2090,16,982,82,416,85,39,368,49,46,3,4
60804,lubelskie,gm. Jeziorzany,2371,975,969,7,518,57,145,23,9,170,22,11,1,6
60805,lubelskie,gm. Kamionka,5086,2300,2267,32,958,89,420,80,50,520,52,55,0,11
60806,lubelskie,gm. Kock,5307,2420,2406,25,1329,76,436,66,20,360,58,29,3,4
60807,lubelskie,gm. Lubartów,8659,4395,4347,45,1872,131,808,162,50,1104,79,70,1,25
60808,lubelskie,gm. Michów,5079,2208,2183,8,1143,114,345,66,24,394,39,35,2,13
60809,lubelskie,gm. Niedźwiada,5041,2477,2435,19,1335,99,379,50,29,438,43,28,4,11
60810,lubelskie,gm. Ostrów Lubelski,4340,2140,2125,35,1098,124,306,72,28,389,43,20,3,7
60811,lubelskie,gm. Ostrówek,3177,1422,1412,12,685,88,283,34,17,238,30,20,0,5
60812,lubelskie,gm. Serniki,3943,2095,2080,13,1140,64,294,69,32,379,47,33,0,9
60813,lubelskie,gm. Uścimów,2669,1174,1162,8,606,56,242,17,9,183,24,10,4,3
60901,lubelskie,gm. Bełżyce,10847,5191,5108,56,2459,175,863,173,44,1128,87,86,12,25
60902,lubelskie,gm. Borzechów,3184,1633,1625,12,951,123,161,36,30,257,23,28,0,4
60903,lubelskie,gm. Bychawa,9718,4441,4422,56,2108,157,747,128,109,971,64,70,4,8
60904,lubelskie,gm. Garbów,7091,3595,3567,38,1725,129,617,99,70,766,51,46,10,16
60905,lubelskie,gm. Głusk,7605,4155,4130,74,1783,90,786,202,69,946,57,90,8,25
60906,lubelskie,gm. Jabłonna,6284,2654,2640,30,1142,102,454,86,43,666,38,58,8,13
60907,lubelskie,gm. Jastków,10521,5621,5588,64,2563,127,1218,159,67,1198,61,92,6,33
60908,lubelskie,gm. Konopnica,10285,5572,5524,70,2008,248,1353,204,88,1299,98,107,11,38
60909,lubelskie,gm. Krzczonów,3984,1684,1669,20,808,96,306,44,22,312,43,16,2,0
60910,lubelskie,gm. Niedrzwica Duża,9012,4686,4656,77,2105,115,882,155,62,1099,84,46,7,24
60911,lubelskie,gm. Niemce,14557,7560,7488,87,3172,202,1565,324,128,1711,114,139,13,33
60912,lubelskie,gm. Strzyżewice,6139,2827,2810,23,1318,125,477,121,36,608,46,39,3,14
60913,lubelskie,gm. Wojciechów,4827,2259,2233,20,1115,93,378,52,38,453,31,48,0,5
60914,lubelskie,gm. Wólka,8394,4575,4544,38,1983,79,859,127,80,1215,61,78,2,22
60915,lubelskie,gm. Wysokie,3953,1660,1644,6,837,133,273,27,17,278,37,28,0,8
60916,lubelskie,gm. Zakrzew,2572,1110,1106,14,637,63,126,20,17,184,28,16,1,0
61001,lubelskie,gm. Cyców,6171,2690,2674,37,1196,93,551,61,21,608,64,29,5,9
61002,lubelskie,gm. Ludwin,4227,1958,1945,22,881,50,348,64,54,450,43,21,1,11
61003,lubelskie,gm. Łęczna,19064,10190,10141,161,4185,147,1800,331,187,2967,153,151,16,43
61004,lubelskie,gm. Milejów,7353,3112,3075,21,1360,56,571,86,55,809,52,49,8,8
61005,lubelskie,gm. Puchaczów,4321,2117,2099,26,1031,50,295,62,13,542,41,33,3,3
61006,lubelskie,gm. Spiczyn,4370,1908,1904,18,806,44,340,84,36,510,36,17,4,9
61101,lubelskie,m. Łuków,24086,12706,12647,155,5226,141,3223,368,90,3010,225,117,24,68
61102,lubelskie,m. Stoczek Łukowski,2157,1119,1114,13,486,27,326,30,5,187,27,3,1,9
61103,lubelskie,gm. Adamów,4636,2175,2154,23,1165,64,459,52,13,301,51,9,8,9
61104,lubelskie,gm. Krzywda,8232,3530,3497,31,1915,110,624,99,25,588,69,27,3,6
61105,lubelskie,gm. Łuków,13433,6814,6764,84,3727,135,1003,258,61,1293,119,59,5,20
61106,lubelskie,gm. Serokomla,3352,1344,1338,16,793,36,193,29,12,220,24,10,2,3
61107,lubelskie,gm. Stanin,7657,3683,3663,35,2094,215,534,102,24,526,76,35,6,16
61108,lubelskie,gm. Stoczek Łukowski,6561,2965,2940,28,1899,75,386,50,16,396,66,18,1,5
61109,lubelskie,gm. Trzebieszów,5902,3183,3166,38,2120,42,272,106,33,478,43,16,4,14
61110,lubelskie,gm. Wojcieszków,5524,2518,2504,8,1454,92,420,46,31,361,58,19,6,9
61111,lubelskie,gm. Wola Mysłowska,4034,1823,1805,7,1122,61,262,41,5,252,36,8,0,11
61201,lubelskie,gm. Chodel,5329,2278,2222,17,1310,52,304,50,30,387,50,17,2,3
61202,lubelskie,gm. Józefów nad Wisłą,5578,2242,2234,14,1002,120,483,51,17,421,82,34,2,8
61203,lubelskie,gm. Karczmiska,4780,1899,1885,17,832,118,365,49,21,395,36,44,3,5
61204,lubelskie,gm. Łaziska,4091,1678,1669,14,783,103,284,32,18,347,51,25,3,9
61205,lubelskie,gm. Opole Lubelskie,14916,6452,6389,54,2816,158,1432,172,82,1322,189,145,9,10
61206,lubelskie,gm. Poniatowa,12058,5619,5580,65,2489,156,1309,120,50,1147,127,91,6,20
61207,lubelskie,gm. Wilków,3833,1649,1632,11,902,82,247,37,12,284,37,16,1,3
61301,lubelskie,gm. Dębowa Kłoda,3314,1323,1315,8,549,31,381,18,28,247,29,15,1,8
61302,lubelskie,gm. Jabłoń,3144,1584,1572,18,821,52,251,55,11,309,35,16,2,2
61303,lubelskie,gm. Milanów,3215,1460,1451,19,699,44,277,29,11,300,39,26,3,4
61304,lubelskie,gm. Parczew,12271,5641,5616,62,2244,154,1501,155,38,1249,107,72,5,29
61305,lubelskie,gm. Podedwórze,1471,671,668,10,266,30,159,16,20,132,21,11,0,3
61306,lubelskie,gm. Siemień,3907,1676,1661,10,825,52,346,35,29,310,26,21,0,7
61307,lubelskie,gm. Sosnowica,2238,912,897,6,370,25,222,27,4,192,23,22,2,4
61401,lubelskie,m. Puławy,39628,21007,20838,162,7893,269,6600,620,167,4137,439,411,33,107
61402,lubelskie,gm. Baranów,3368,1515,1505,10,732,62,267,66,16,297,25,21,3,6
61403,lubelskie,gm. Janowiec,3118,1394,1387,5,606,38,348,54,11,273,22,22,2,6
61404,lubelskie,gm. Kazimierz Dolny,5826,2733,2715,24,1217,62,738,88,16,500,30,33,5,2
61405,lubelskie,gm. Końskowola,7398,3799,3771,22,1649,116,800,153,32,851,68,46,13,21
61406,lubelskie,gm. Kurów,6303,3079,3054,28,1514,77,517,142,50,625,45,41,4,11
61407,lubelskie,gm. Markuszów,2468,1289,1282,9,604,32,239,34,24,306,17,6,5,6
61408,lubelskie,gm. Nałęczów,8429,4602,4574,47,1952,82,1193,125,43,920,119,67,8,18
61409,lubelskie,gm. Puławy,9695,4574,4547,40,2027,88,995,176,30,1007,77,73,4,30
61410,lubelskie,gm. Wąwolnica,3830,1812,1793,29,984,30,295,44,14,338,38,15,2,4
61411,lubelskie,gm. Żyrzyn,5402,2711,2688,9,1356,83,427,146,30,551,54,23,3,6
61501,lubelskie,m. Radzyń Podlaski,12961,6655,6607,70,2659,185,1754,208,68,1408,129,90,4,32
61502,lubelskie,gm. Borki,4859,1860,1852,14,889,114,386,55,19,303,41,20,1,10
61503,lubelskie,gm. Czemierniki,3669,1824,1807,19,897,107,319,36,22,330,43,24,3,7
61504,lubelskie,gm. Kąkolewnica,6680,3051,3033,23,1650,128,440,77,56,583,53,11,1,11
61505,lubelskie,gm. Komarówka Podlaska,3789,1788,1779,20,922,73,357,29,11,302,42,9,7,7
61506,lubelskie,gm. Radzyń Podlaski,6491,2971,2954,38,1577,78,460,68,22,594,63,32,2,20
61507,lubelskie,gm. Ulan-Majorat,4826,2448,2439,47,1434,68,378,55,29,363,40,21,3,1
61508,lubelskie,gm. Wohyń,5753,2438,2425,18,1130,86,481,73,22,499,75,32,2,7
61601,lubelskie,m. Dęblin,13706,6797,6605,56,2447,104,1882,265,57,1468,151,137,10,28
61602,lubelskie,gm. Kłoczew,5871,2921,2880,25,1810,129,334,59,18,407,75,11,4,8
61603,lubelskie,gm. Nowodwór,3370,1699,1679,16,1000,69,238,43,9,227,49,21,0,7
61604,lubelskie,gm. Ryki,16911,8582,8491,62,3844,255,1965,260,45,1714,187,119,14,26
61605,lubelskie,gm. Stężyca,4426,2060,2032,19,973,90,390,60,22,402,39,31,2,4
61606,lubelskie,gm. Ułęż,2777,1289,1282,13,600,53,268,25,3,233,46,32,3,6
61701,lubelskie,m. Świdnik,32373,17596,17457,203,6995,244,3784,550,201,4551,383,397,39,110
61702,lubelskie,gm. Mełgiew,7261,3626,3601,48,1641,79,570,106,31,983,62,56,6,19
61703,lubelskie,gm. Piaski,8683,3823,3791,35,1731,244,664,103,46,825,74,54,4,11
61704,lubelskie,gm. Rybczewice,3005,1271,1263,16,668,56,146,47,14,267,20,24,0,5
61705,lubelskie,gm. Trawniki,7262,2928,2905,19,1362,63,530,77,29,729,52,30,5,9
61801,lubelskie,m. Tomaszów Lubelski,16573,8262,8222,84,3203,142,1950,200,58,2225,199,119,8,34
61802,lubelskie,gm. Bełżec,2732,1252,1235,8,486,67,239,30,10,329,42,18,1,5
61803,lubelskie,gm. Jarczów,2982,1373,1354,8,743,53,210,26,8,257,28,16,1,4
61804,lubelskie,gm. Krynice,2816,1292,1269,6,653,77,231,17,10,241,19,10,2,3
61805,lubelskie,gm. Lubycza Królewska,5290,1868,1862,14,623,49,473,73,29,522,45,24,3,7
61806,lubelskie,gm. Łaszczów,5269,2125,2112,10,988,88,418,58,16,449,57,17,2,9
61807,lubelskie,gm. Rachanie,4531,2001,1988,14,1015,72,265,38,10,499,55,11,3,6
61808,lubelskie,gm. Susiec,6324,2814,2795,14,1458,121,438,41,13,615,50,34,4,7
61809,lubelskie,gm. Tarnawatka,3235,1461,1457,6,724,53,222,55,2,333,37,18,2,5
61810,lubelskie,gm. Telatyn,3466,1534,1522,12,670,69,273,42,20,366,40,23,0,7
61811,lubelskie,gm. Tomaszów Lubelski,9079,4200,4170,26,1963,88,677,97,48,1152,68,31,6,14
61812,lubelskie,gm. Tyszowce,4824,2039,2027,12,1010,67,332,42,18,482,37,22,2,3
61813,lubelskie,gm. Ulhówek,4172,1515,1503,9,702,93,304,20,11,330,16,15,0,3
61901,lubelskie,m. Włodawa,11497,5228,5192,68,1742,82,1704,183,42,1023,179,136,13,20
61902,lubelskie,gm. Hanna,2640,1169,1158,10,464,53,278,37,6,258,32,16,2,2
61903,lubelskie,gm. Hańsk,3078,1202,1197,14,478,71,317,25,13,235,30,7,4,3
61904,lubelskie,gm. Stary Brus,1773,809,796,9,347,32,235,9,8,122,26,6,1,1
61905,lubelskie,gm. Urszulin,3416,1599,1591,9,740,44,337,63,19,303,43,25,3,5
61906,lubelskie,gm. Włodawa,4896,2210,2195,22,774,83,585,71,21,534,57,40,3,5
61907,lubelskie,gm. Wola Uhruska,3361,1356,1349,5,618,43,326,30,11,279,21,9,1,6
61908,lubelskie,gm. Wyryki,2363,984,976,16,389,42,253,40,12,163,39,14,0,8
62001,lubelskie,gm. Adamów,3996,1689,1681,14,975,37,245,33,8,300,38,23,1,7
62002,lubelskie,gm. Grabowiec,3624,1363,1360,9,725,45,256,37,18,232,26,9,2,1
62003,lubelskie,gm. Komarów-Osada,4393,2182,2163,15,1102,111,454,39,17,348,56,17,1,3
62004,lubelskie,gm. Krasnobród,5896,2954,2933,38,1700,134,369,71,20,490,58,25,6,22
62005,lubelskie,gm. Łabunie,5022,2612,2597,18,1500,58,303,84,10,554,36,23,0,11
62006,lubelskie,gm. Miączyn,4936,1910,1897,9,896,58,378,54,17,392,59,23,2,9
62007,lubelskie,gm. Nielisz,4797,1877,1864,9,965,65,322,46,8,355,40,33,9,12
62008,lubelskie,gm. Radecznica,5156,2217,2204,22,1234,102,274,81,9,410,47,19,1,5
62009,lubelskie,gm. Sitno,5505,2640,2622,36,1343,55,356,61,26,672,39,22,2,10
